ad_id,origin,condition,car_model,mileage,exterior_color,interior_color,num_of_doors,seating_capacity,engine,engine_capacity,transmission,drive_type,fuel_consumption,brand,grade,year_of_manufacture,car_name,price,url,price_in_billion
4868108,Domestic assembly,Used car,Sedan,0,Red,Cream,4,5,Petrol,1.4,Automatic,FWD,0,Kia,Soluto,2019,Kia Soluto 1.4 AT Deluxe 2019,"385 Million
",https://bonbanh.com/xe-kia-soluto-1.4-at-deluxe-2019-4868108,0.385
4868129,Imported,Used car,SUV,0,Black,Black,5,5,Petrol,2.3,Automatic,FWD,10.2,Ford,Escape,2009,Ford Escape XLT 2.3L 4x2 AT 2009,"235 Million
",https://bonbanh.com/xe-ford-escape-xlt-2.3l-4x2-at-2009-4868129,0.235
4868131,Domestic assembly,Used car,Van/Minivan,100,White,Cream,4,6,Diesel,2.4,Manual,RFD,9.5,Ford,Transit,2009,Ford Transit Van 2.4L 2009,"190 Million
",https://bonbanh.com/xe-ford-transit-van-2.4l-2009-4868131,0.19
4859693,Domestic assembly,Used car,Sedan,0,Brown,Black,4,5,Petrol,1.8,Automatic,FWD,7.3,Toyota,Corolla_altis,2016,Toyota Corolla altis 1.8G AT 2016,"520 Million
",https://bonbanh.com/xe-toyota-corolla_altis-1.8g-at-2016-4859693,0.52
4868454,Imported,Used car,Hatchback,0,Red,Black,5,5,Petrol,1,Automatic,FWD,7.1,Kia,Morning,2013,Kia Morning 1.0 AT 2013 car,"278 Million
",https://bonbanh.com/xe-kia-morning-1.0-at-2013-4868454,0.278
4868459,Domestic assembly,Used car,Sedan,0,White,Grey,4,5,Petrol,1.5,Manual,FWD,11.7,Chevrolet,Aveo,2015,Chevrolet Aveo LT 1.5 MT 2015,"180 Million
",https://bonbanh.com/xe-chevrolet-aveo-lt-1.5-mt-2015-4868459,0.18
4868510,Domestic assembly,Used car,Crossover,0,Sand,Black,5,7,Petrol,2,Manual,FWD,7.8,Kia,Carens,2015,Kia Carens EXMT 2015,"275 Million
",https://bonbanh.com/xe-kia-carens-exmt-2015-4868510,0.275
4868523,Domestic assembly,Used car,Sedan,0,Silver,Cream,4,5,Petrol,1.8,Automatic,FWD,8,Honda,Civic,2011,Honda Civic 1.8 AT 2011,"350 Million
",https://bonbanh.com/xe-honda-civic-1.8-at-2011-4868523,0.35
4868557,Domestic assembly,Used car,Sedan,0,Black,Black,4,5,Petrol,1.6,Manual,FWD,7.9,Chevrolet,Cruze,2011,Chevrolet Cruze LS 1.6 MT 2011,"235 Million
",https://bonbanh.com/xe-chevrolet-cruze-ls-1.6-mt-2011-4868557,0.235
4868579,Domestic assembly,Used car,SUV,0,Silver,Grey,5,7,Petrol,3,Manual,4WD,17.2,Mitsubishi,Pajero,1999,Mitsubishi Pajero 3.0 1999,"110 Million
",https://bonbanh.com/xe-mitsubishi-pajero-3.0-1999-4868579,0.11
4868592,Domestic assembly,Used car,Sedan,0,Grey,Black,4,5,Petrol,2,Automatic,FWD,8.8,Mazda,6,2019,Mazda 6 Luxury 2.0 AT 2019,"625 Million
",https://bonbanh.com/xe-mazda-6-luxury-2.0-at-2019-4868592,0.625
4868626,Imported,Used car,Hatchback,0,Red,Black,5,5,Petrol,1.5,Automatic,FWD,7,Honda,Jazz,2018,Honda Jazz RS 2018,"470 Million
",https://bonbanh.com/xe-honda-jazz-rs-2018-4868626,0.47
4868642,Imported,Used car,Hatchback,0,White,Grey,5,5,Petrol,1,Manual,FWD,6,Hyundai,i10,2015,Hyundai i10 Grand 1.0 MT 2015,"225 Million
",https://bonbanh.com/xe-hyundai-i10-grand-1.0-mt-2015-4868642,0.225
4868672,Imported,Used car,SUV,300,Black,Black,5,7,Petrol,2,Automatic,AWD,8.4,Mercedes-Benz,GLB35,2022,Mercedes Benz GLB 35 4Matic 2022,"2 Billion 920 Million
",https://bonbanh.com/xe-mercedes_benz-glb-35-4matic-2022-4868672,2.92
4868688,Domestic assembly,Used car,Hatchback,0,Silver,Grey,5,5,Petrol,0.8,Manual,FWD,6.3,Daewoo,Matiz,2003,Daewoo Matiz SE 0.8 MT 2003,"44 Million
",https://bonbanh.com/xe-daewoo-matiz-se-0.8-mt-2003-4868688,0.044
4868752,Domestic assembly,Used car,Sedan,0,Black,Grey,4,5,Petrol,3,Automatic,FWD,9.4,Toyota,Camry,2005,Toyota Camry 3.0V 2005,"320 Million
",https://bonbanh.com/xe-toyota-camry-3.0v-2005-4868752,0.32
4868786,Domestic assembly,Used car,Sedan,0,Black,Cream,4,5,Petrol,2.4,Automatic,FWD,8.9,Toyota,Camry,2007,Toyota Camry 2.4G 2007,"365 Million
",https://bonbanh.com/xe-toyota-camry-2.4g-2007-4868786,0.365
4868797,Domestic assembly,Used car,Sedan,0,Brown,Grey,4,5,Petrol,1.5,Manual,FWD,11.2,Toyota,Vios,2009,Toyota Vios 1.5E 2009,"255 Million
",https://bonbanh.com/xe-toyota-vios-1.5e-2009-4868797,0.255
4868804,Domestic assembly,Used car,Sedan,0,Silver,Grey,4,5,Petrol,1.5,Manual,FWD,8.9,Toyota,Vios,2003,Toyota Vios 1.5G 2003,"175 Million
",https://bonbanh.com/xe-toyota-vios-1.5g-2003-4868804,0.175
4868874,Domestic assembly,Used car,Hatchback,0,Black,Black,5,5,Petrol,1.4,Automatic,FWD,5.6,VinFast,Fadil,2019,VinFast Fadil 1.4 AT 2019 car,"308 Million
",https://bonbanh.com/xe-vinfast-fadil-1.4-at-2019-4868874,0.308
4868886,Domestic assembly,Used car,Hatchback,0,White,Grey,5,5,Petrol,1.25,Manual,FWD,8.3,Kia,Morning,2018,Kia Morning Si MT 2018 car,"270 Million
",https://bonbanh.com/xe-kia-morning-si-mt-2018-4868886,0.27
4868898,Imported,Used car,Hatchback,0,White,Default Value,5,5,Petrol,1.1,Manual,FWD,7.5,Hyundai,i10,2008,Hyundai i10 1.1 MT 2008,"135 Million
",https://bonbanh.com/xe-hyundai-i10-1.1-mt-2008-4868898,0.135
4868908,Domestic assembly,Used car,Sedan,0,Yellow,Yellow,4,5,Petrol,1.5,Automatic,FWD,8.1,Toyota,Vios,2018,Toyota Vios 1.5G 2018,"430 Million
",https://bonbanh.com/xe-toyota-vios-1.5g-2018-4868908,0.43
4868921,Domestic assembly,Used car,Sedan,0,Black,Colorful,4,5,Petrol,1.5,Manual,FWD,9.4,Chevrolet,Aveo,2012,Chevrolet Aveo 1.5 MT 2012,"133 Million
",https://bonbanh.com/xe-chevrolet-aveo-1.5-mt-2012-4868921,0.133
4868925,Imported,Used car,SUV,300,Black,Black,5,7,Petrol,2,Automatic,AWD,8.4,Mercedes-Benz,GLB35,2022,Mercedes Benz GLB 35 4Matic 2022,"2 Billion 920 Million
",https://bonbanh.com/xe-mercedes_benz-glb-35-4matic-2022-4868925,2.92
4868934,Imported,Used car,Hatchback,0,Red,Colorful,5,5,Petrol,1.1,Manual,FWD,7.3,Hyundai,Getz,2007,Hyundai Getz 1.1 MT 2007,"112 Million
",https://bonbanh.com/xe-hyundai-getz-1.1-mt-2007-4868934,0.112
4868945,Imported,Used car,Hatchback,0,White,Black,5,5,Petrol,1,Automatic,FWD,7.1,Kia,Morning,2011,Kia Morning 1.0 AT 2011 car,"265 Million
",https://bonbanh.com/xe-kia-morning-1.0-at-2011-4868945,0.265
4868956,Domestic assembly,Used car,SUV,0,Black,Grey,5,8,Petrol,2,Manual,RFD,9,Mitsubishi,Jolie,2004,Mitsubishi Jolie SS 2004,"99 Million
",https://bonbanh.com/xe-mitsubishi-jolie-ss-2004-4868956,0.099
4868963,Domestic assembly,Used car,SUV,0,Black,Black,5,5,Petrol,2,Automatic,RFD,9.4,Mercedes-Benz,GLC200,2020,Mercedes Benz GLC 200 2020,"1 Billion 495 Million
",https://bonbanh.com/xe-mercedes_benz-glc-200-2020-4868963,1.495
4868976,Imported,Used car,Pickup,1000000,Green,Black,4,5,Diesel,2.2,Manual,4WD,11.1,Ford,Ranger,2012,Ford Ranger XLT 2.2L 4x4 MT 2012,"370 Million
",https://bonbanh.com/xe-ford-ranger-xlt-2.2l-4x4-mt-2012-4868976,0.37
4868978,Imported,Used car,Hatchback,12,Red,Cream,5,5,Petrol,1.4,Automatic,FWD,6,Hyundai,i20,2010,Hyundai i20 1.4 AT 2010 car,"270 Million
",https://bonbanh.com/xe-hyundai-i20-1.4-at-2010-4868978,0.27
4869031,Domestic assembly,Used car,Pickup,0,Red,Grey,4,5,Diesel,2.5,Manual,4WD,13.4,Ford,Ranger,2004,Ford Ranger XLT 4x4 MT 2004,"145 Million
",https://bonbanh.com/xe-ford-ranger-xlt-4x4-mt-2004-4869031,0.145
4869057,Domestic assembly,Used car,Sedan,0,White,Yellow,4,5,Petrol,1.25,Manual,FWD,5.6,Hyundai,i10,2017,Hyundai i10 Grand 1.2 MT 2017,"295 Million
",https://bonbanh.com/xe-hyundai-i10-grand-1.2-mt-2017-4869057,0.295
4869226,Imported,Used car,SUV,1300000,Brown,Brown,5,7,Petrol,3.2,Manual,4WD,16.2,Isuzu,Trooper,2001,Isuzu Trooper SE 2001,"110 Million
",https://bonbanh.com/xe-isuzu-trooper-se-2001-4869226,0.11
4869356,Domestic assembly,Used car,Sedan,0,Brown,Black,4,5,Petrol,1.5,Automatic,FWD,7.7,Mazda,3,2017,Mazda 3 1.5 AT 2017,"468 Million
",https://bonbanh.com/xe-mazda-3-1.5-at-2017-4869356,0.468
4869425,Domestic assembly,Used car,Hatchback,0,Green,Colorful,5,5,Petrol,1,Automatic,FWD,6.9,Chevrolet,Spark,2014,Chevrolet Spark LTZ 1.0 AT Zest 2014,"199 Million
",https://bonbanh.com/xe-chevrolet-spark-ltz-1.0-at-zest-2014-4869425,0.199
4869559,Domestic assembly,Used car,Sedan,7000000,Yellow,Yellow,4,5,Petrol,1.5,Automatic,FWD,9.3,Toyota,Vios,2016,Toyota Vios 1.5G 2016,"420 Million
",https://bonbanh.com/xe-toyota-vios-1.5g-2016-4869559,0.42
4869637,Imported,Used car,SUV,0,Grey,Cream,5,5,Petrol,2.5,Automatic,FWD,11.6,Mazda,CX-7,2010,Mazda CX7 2.5 2010,"450 Million
",https://bonbanh.com/xe-mazda-cx7-2.5-2010-4869637,0.45
4869686,Domestic assembly,Used car,Crossover,0,Green,Grey,5,7,Petrol,1.8,Automatic,FWD,10,Mazda,Premacy,2005,Mazda Premacy 1.8 AT 2005,"145 Million
",https://bonbanh.com/xe-mazda-premacy-1.8-at-2005-4869686,0.145
4869696,Imported,Used car,Hatchback,0,White,White,5,5,Petrol,1,Manual,FWD,6.9,Hyundai,i10,2014,Hyundai i10 Grand 1.0 MT 2014,"220 Million
",https://bonbanh.com/xe-hyundai-i10-grand-1.0-mt-2014-4869696,0.22
4869771,Domestic assembly,Used car,SUV,0,Red,Black,5,7,Petrol,1.6,Automatic,FWD,7.7,Peugeot,5008,2021,Peugeot 5008 Allure 1.6 AT 2021,"950 Million
",https://bonbanh.com/xe-peugeot-5008-allure-1.6-at-2021-4869771,0.95
4869781,Imported,Used car,SUV,50,White,Black,5,7,Petrol,3,Automatic,AWD,9.8,Mercedes-Benz,GLE450,2022,Mercedes Benz GLE Class GLE 450 4Matic 2022,"4 Billion 499 Million
",https://bonbanh.com/xe-mercedes_benz-gle_class-gle-450-4matic-2022-4869781,4.499
4869798,Domestic assembly,Used car,Sedan,0,Red,Colorful,4,5,Petrol,1.4,Automatic,FWD,0,Kia,Soluto,2021,Kia Soluto 1.4 AT Deluxe 2021 car,"429 Million
",https://bonbanh.com/xe-kia-soluto-1.4-at-deluxe-2021-4869798,0.429
4869845,Imported,Used car,SUV,0,Silver,Cream,5,5,Petrol,3.3,Automatic,AWD,12.9,Lexus,RX330,2005,Lexus RX 330 AWD 2005,"468 Million
",https://bonbanh.com/xe-lexus-rx-330-awd-2005-4869845,0.468
4869859,Imported,Used car,Sedan,0,Black,Grey,4,5,Petrol,5.5,Automatic,RFD,12.4,Mercedes-Benz,S550,2007,Mercedes Benz S class S550 2007,"485 Million
",https://bonbanh.com/xe-mercedes_benz-s_class-s550-2007-4869859,0.485
4869938,Imported,Used car,Hatchback,0,White,Yellow,5,5,Petrol,1.1,Manual,FWD,8.4,Hyundai,Getz,2008,Hyundai Getz 1.1 MT 2008,"129 Million
",https://bonbanh.com/xe-hyundai-getz-1.1-mt-2008-4869938,0.129
4869960,Imported,Used car,Hatchback,0,Silver,Colorful,5,5,Petrol,1.1,Manual,FWD,8.9,Hyundai,Getz,2010,Hyundai Getz 1.1 MT 2010,"175 Million
",https://bonbanh.com/xe-hyundai-getz-1.1-mt-2010-4869960,0.175
4869996,Domestic assembly,Used car,Hatchback,0,Yellow,Black,5,5,Petrol,1.1,Automatic,FWD,7.1,Kia,Morning,2011,Kia Morning SX 1.1 AT Sport 2011,"189 Million
",https://bonbanh.com/xe-kia-morning-sx-1.1-at-sport-2011-4869996,0.189
4870008,Domestic assembly,Used car,Hatchback,0,Green,Black,5,5,Petrol,1.1,Manual,FWD,7.1,Kia,Morning,2011,Kia Morning SX 1.1 MT Sport 2011,"148 Million
",https://bonbanh.com/xe-kia-morning-sx-1.1-mt-sport-2011-4870008,0.148
4870012,Domestic assembly,Used car,Sedan,0,Sand,Cream,4,5,Petrol,1.5,Manual,FWD,9.3,Toyota,Vios,2016,Toyota Vios 1.5E 2016,"355 Million
",https://bonbanh.com/xe-toyota-vios-1.5e-2016-4870012,0.355
4870018,Domestic assembly,Used car,Hatchback,0,White,Colorful,5,5,Petrol,0.8,Manual,FWD,10.5,Daewoo,Matiz,2008,Daewoo Matiz SE 0.8 MT 2008,"53 Million
",https://bonbanh.com/xe-daewoo-matiz-se-0.8-mt-2008-4870018,0.053
4870077,Imported,Used car,Hatchback,0,Yellow,Black,5,5,Petrol,1,Manual,FWD,7.1,Kia,Morning,2010,Kia Morning SLX 1.0 MT 2010,"146 Million
",https://bonbanh.com/xe-kia-morning-slx-1.0-mt-2010-4870077,0.146
4870111,Imported,Used car,Hatchback,8,Green,Black,5,5,Petrol,1,Automatic,FWD,7.1,Kia,Morning,2011,Kia Morning 1.0 AT Sport 2011 car,"288 Million
",https://bonbanh.com/xe-kia-morning-1.0-at-sport-2011-4870111,0.288
4870127,Domestic assembly,Used car,Van/Minivan,0,Black,Brown,4,10,Diesel,2.4,Manual,RFD,16.4,Ford,Transit,2017,Ford Transit Limousine 2017,"600 Million
",https://bonbanh.com/xe-ford-transit-limousine-2017-4870127,0.6
4870132,Domestic assembly,Used car,Hatchback,0,Silver,Colorful,5,5,Petrol,0.8,Manual,FWD,6.3,Chevrolet,Spark,2010,Chevrolet Spark LT 0.8 MT 2010,"65 Million
",https://bonbanh.com/xe-chevrolet-spark-lt-0.8-mt-2010-4870132,0.065
4870138,Domestic assembly,Used car,SUV,50,Black,Black,5,5,Petrol,2,Automatic,AWD,9.4,Mercedes-Benz,GLC200,2022,Mercedes Benz GLC 200 4Matic 2022,"2 Billion 299 Million
",https://bonbanh.com/xe-mercedes_benz-glc-200-4matic-2022-4870138,2.299
4870149,Imported,Used car,Van/Minivan,0,Grey,Cream,5,2,Petrol,1,Automatic,FWD,7.1,Kia,Morning,2010,Kia Morning Van 1.0 AT 2010,"145 Million
",https://bonbanh.com/xe-kia-morning-van-1.0-at-2010-4870149,0.145
4870164,Imported,Used car,Pickup,0,Grey,Black,4,5,Diesel,2,Automatic,4WD,11.6,Ford,Ranger,2019,Ford Ranger Wildtrak 2.0L 4x4 AT 2019,"650 Million
",https://bonbanh.com/xe-ford-ranger-wildtrak-2.0l-4x4-at-2019-4870164,0.65
4870174,Domestic assembly,Used car,Sedan,0,Black,Yellow,4,5,Petrol,1.5,Manual,FWD,9.3,Toyota,Vios,2016,Toyota Vios 1.5E 2016,"345 Million
",https://bonbanh.com/xe-toyota-vios-1.5e-2016-4870174,0.345
4870229,Domestic assembly,Used car,Crossover,0,White,Black,5,8,Petrol,2,Manual,RFD,11,Toyota,Innova,2019,Toyota Innova 2.0E 2019 car,"620 Million
",https://bonbanh.com/xe-toyota-innova-2.0e-2019-4870229,0.62
4870251,Domestic assembly,Used car,Crossover,0,Copper,Colorful,5,8,Petrol,2,Automatic,RFD,11,Toyota,Innova,2018,Toyota Innova 2.0G 2018,"660 Million
",https://bonbanh.com/xe-toyota-innova-2.0g-2018-4870251,0.66
4870255,Domestic assembly,Used car,Sedan,0,Black,Cream,4,5,Petrol,1.5,Manual,FWD,7.9,Toyota,Vios,2005,Toyota Vios 1.5 MT 2005,"95 Million
",https://bonbanh.com/xe-toyota-vios-1.5-mt-2005-4870255,0.095
4870271,Domestic assembly,Used car,Crossover,0,Copper,Cream,5,8,Petrol,2,Automatic,RFD,11,Toyota,Innova,2019,Toyota Innova 2.0G 2019 car,"695 Million
",https://bonbanh.com/xe-toyota-innova-2.0g-2019-4870271,0.695
4870341,Domestic assembly,Used car,Sedan,0,Black,Cream,4,5,Petrol,1.5,Manual,FWD,9,Toyota,Vios,2011,Toyota Vios 1.5E 2011 car,"270 Million
",https://bonbanh.com/xe-toyota-vios-1.5e-2011-4870341,0.27
4870402,Domestic assembly,Used car,Sedan,50,Red,Black,4,5,Petrol,1.5,Automatic,RFD,8.7,Mercedes-Benz,E180,2022,Mercedes Benz E class E180 2022,1 Billion 999 Million,https://bonbanh.com/xe-mercedes_benz-e_class-e180-2022-4870402,1.999
4870420,Domestic assembly,Used car,Sedan,0,Grey,Colorful,4,5,Petrol,1.6,Manual,FWD,9.3,Mazda,323,2001,Mazda 323 1.6 MT 2001,"90 Million
",https://bonbanh.com/xe-mazda-323-1.6-mt-2001-4870420,0.09
4870443,Domestic assembly,Used car,Sedan,0,White,Cream,4,5,Petrol,3,Automatic,RFD,4.1,Mercedes-Benz,S450L,2017,Mercedes Benz S class S450L 2017,"2 Billion 850 Million
",https://bonbanh.com/xe-mercedes_benz-s_class-s450l-2017-4870443,2.85
4870456,Domestic assembly,Used car,Hatchback,0,Yellow,Colorful,5,5,Petrol,0.8,Manual,FWD,7.8,Chevrolet,Spark,2009,Chevrolet Spark LT 0.8 MT 2009,"65 Million
",https://bonbanh.com/xe-chevrolet-spark-lt-0.8-mt-2009-4870456,0.065
4870478,Imported,Used car,Hatchback,10000000,Brown,Black,5,5,Petrol,1,Automatic,FWD,7.1,Kia,Morning,2011,Kia Morning 1.0 AT 2011 car,"255 Million
",https://bonbanh.com/xe-kia-morning-1.0-at-2011-4870478,0.255
4870480,Imported,Used car,Hatchback,0,Cream,Black,5,5,Petrol,1,Automatic,FWD,7.1,Kia,Morning,2012,Kia Morning 1.0 AT 2012 car,"290 Million
",https://bonbanh.com/xe-kia-morning-1.0-at-2012-4870480,0.29
4870506,Domestic assembly,Used car,Sedan,0,White,Different color,4,5,Petrol,1.5,Automatic,FWD,6.1,Honda,City,2021,Honda City G 1.5 AT 2021 car,"485 Million
",https://bonbanh.com/xe-honda-city-g-1.5-at-2021-4870506,0.485
4870564,Imported,Used car,Hatchback,0,Green,Colorful,5,5,Petrol,1.1,Manual,FWD,9.7,Hyundai,Getz,2009,Hyundai Getz 1.1 MT 2009,"118 Million
",https://bonbanh.com/xe-hyundai-getz-1.1-mt-2009-4870564,0.118
4870585,Domestic assembly,Used car,Sedan,0,Grey,Default Value,4,5,Petrol,1.5,Automatic,FWD,8.1,Toyota,Vios,2022,Toyota Vios G 1.5 CVT 2022,"540 Million
",https://bonbanh.com/xe-toyota-vios-g-1.5-cvt-2022-4870585,0.54
4870600,Domestic assembly,Used car,SUV,0,White,Brown,5,8,Diesel,2.4,Automatic,RFD,11.6,Toyota,Fortuner,2020,Toyota Fortuner 2.4G 4x2 AT 2020,"980 Million
",https://bonbanh.com/xe-toyota-fortuner-2.4g-4x2-at-2020-4870600,0.98
4870615,Domestic assembly,Used car,Hatchback,0,Grey,Colorful,5,5,Petrol,0.8,Manual,FWD,7.8,Chevrolet,Spark,2009,Chevrolet Spark LT 0.8 MT 2009,"76 Million
",https://bonbanh.com/xe-chevrolet-spark-lt-0.8-mt-2009-4870615,0.076
4870636,Imported,Used car,Hatchback,0,Green,Colorful,5,5,Petrol,1.1,Manual,FWD,8.9,Hyundai,Getz,2010,Hyundai Getz 1.1 MT 2010,"178 Million
",https://bonbanh.com/xe-hyundai-getz-1.1-mt-2010-4870636,0.178
4870717,Domestic assembly,Used car,SUV,0,Black,Yellow,5,7,Petrol,3,Manual,4WD,17.2,Mitsubishi,Pajero,1999,Mitsubishi Pajero 3.0 1999,"160 Million
",https://bonbanh.com/xe-mitsubishi-pajero-3.0-1999-4870717,0.16
4870728,Domestic assembly,Used car,Crossover,0,Yellow,Cream,5,8,Petrol,2,Manual,RFD,13.3,Toyota,Innova,2007,Toyota Innova G 2007 car,"238 Million
",https://bonbanh.com/xe-toyota-innova-g-2007-4870728,0.238
4870757,Domestic assembly,Used car,Sedan,10000000,Black,Black,4,5,Petrol,1.8,Automatic,RFD,7,Mercedes-Benz,C180,2005,Mercedes Benz C class C180 Sport 2005,"179 Million
",https://bonbanh.com/xe-mercedes_benz-c_class-c180-sport-2005-4870757,0.179
4870780,Imported,Used car,SUV,0,Green,Brown,5,7,Petrol,2,Automatic,AWD,12.1,Volkswagen,Teramont,2021,Volkswagen Teramont 2.0 AT 2021,"2 Billion 439 Million
",https://bonbanh.com/xe-volkswagen-teramont-2.0-at-2021-4870780,2.439
4870804,Imported,Used car,Pickup,0,Orange,Brown,4,5,Diesel,2.4,Automatic,RFD,10.9,Toyota,Hilux,2019,Toyota Hilux 2.4E 4x2 AT 2019,"650 Million
",https://bonbanh.com/xe-toyota-hilux-2.4e-4x2-at-2019-4870804,0.65
4870851,Imported,Used car,Sedan,0,Black,Cream,4,5,Petrol,2.5,Automatic,FWD,6.4,Toyota,Camry,2020,Toyota Camry 2.5Q 2020,"990 Million
",https://bonbanh.com/xe-toyota-camry-2.5q-2020-4870851,0.99
4870890,Domestic assembly,Used car,Sedan,0,White,Colorful,4,5,Petrol,1.4,Automatic,FWD,7.2,Hyundai,Accent,2018,Hyundai Accent 1.4 ATH 2018,"460 Million
",https://bonbanh.com/xe-hyundai-accent-1.4-ath-2018-4870890,0.46
4870905,Domestic assembly,Used car,Sedan,0,Copper,Cream,4,5,Petrol,2,Automatic,FWD,8,Honda,Civic,2011,Honda Civic 2.0 AT 2011,"370 Million
",https://bonbanh.com/xe-honda-civic-2.0-at-2011-4870905,0.37
4870923,Domestic assembly,Used car,Sedan,0,Red,Black,4,5,Petrol,2,Automatic,FWD,8.2,Mazda,6,2018,Mazda 6 2.0L Premium 2018,"675 Million
",https://bonbanh.com/xe-mazda-6-2.0l-premium-2018-4870923,0.675
4870935,Imported,Used car,SUV,0,Black,Brown,5,8,Diesel,2.4,Automatic,RFD,11.6,Toyota,Fortuner,2019,Toyota Fortuner 2.4G 4x2 AT 2019,"945 Million
",https://bonbanh.com/xe-toyota-fortuner-2.4g-4x2-at-2019-4870935,0.945
4870945,Imported,Used car,SUV,0,Brown,Brown,5,7,Diesel,2.4,Manual,RFD,11.1,Toyota,Fortuner,2017,Toyota Fortuner 2.4G 4x2 MT 2017,"740 Million
",https://bonbanh.com/xe-toyota-fortuner-2.4g-4x2-mt-2017-4870945,0.74
4870988,Imported,Used car,Hatchback,0,Silver,Grey,5,5,Petrol,1.8,Automatic,FWD,8.1,Nissan,Tiida,2007,Nissan Tiida 1.8 AT 2007,"225 Million
",https://bonbanh.com/xe-nissan-tiida-1.8-at-2007-4870988,0.225
4871100,Domestic assembly,Used car,Sedan,420000000,Red,Colorful,4,5,Petrol,1.25,Automatic,FWD,6.7,Hyundai,i10,2021,Hyundai i10 Grand 1.2 AT 2021 car,"385 Million
",https://bonbanh.com/xe-hyundai-i10-grand-1.2-at-2021-4871100,0.385
4871345,Imported,Used car,Sedan,4,Black,Cream,4,5,Petrol,3.5,Automatic,FWD,9.8,Toyota,Avalon,2010,Toyota Avalon Limited 2010,"880 Million
",https://bonbanh.com/xe-toyota-avalon-limited-2010-4871345,0.88
4866961,Domestic assembly,Used car,Sedan,0,Sand,Cream,4,5,Petrol,1.8,Manual,FWD,7.3,Toyota,Corolla_altis,2005,Toyota Corolla altis 1.8G MT 2005,"208 Million
",https://bonbanh.com/xe-toyota-corolla_altis-1.8g-mt-2005-4866961,0.208
4871415,Imported,Used car,Van/Minivan,0,White,Cream,5,2,Petrol,1,Automatic,FWD,7.1,Kia,Morning,2013,Kia Morning Van 1.0 AT 2013,"225 Million
",https://bonbanh.com/xe-kia-morning-van-1.0-at-2013-4871415,0.225
4871440,Imported,Used car,SUV,0,Black,Black,5,7,Petrol,2.7,Automatic,RFD,9.5,Toyota,Fortuner,2022,Toyota Fortuner 2.7L 4x2 AT 2022,"1 Billion 99 Million
",https://bonbanh.com/xe-toyota-fortuner-2.7l-4x2-at-2022-4871440,1.099
4871491,Domestic assembly,Used car,Sedan,0,Red,Cream,4,5,Petrol,1.4,Automatic,FWD,8.8,Hyundai,Accent,2022,Hyundai Accent 1.4 AT Special 2022,"555 Million
",https://bonbanh.com/xe-hyundai-accent-1.4-at-dac-biet-2022-4871491,0.555
4871522,Imported,Used car,Sedan,0,Black,Grey,4,5,Petrol,1.4,Manual,FWD,7.7,Hyundai,Accent,2012,Hyundai Accent 1.4 MT 2012,"270 Million
",https://bonbanh.com/xe-hyundai-accent-1.4-mt-2012-4871522,0.27
4871603,Domestic assembly,Used car,Sedan,0,Silver,Grey,4,5,Petrol,1.6,Manual,FWD,10.1,Daewoo,Lacetti,2004,Daewoo Lacetti EX 1.6 MT 2004,"105 Million
",https://bonbanh.com/xe-daewoo-lacetti-ex-1.6-mt-2004-4871603,0.105
4871635,Imported,Used car,SUV,0,Black,Brown,5,5,Petrol,2,Automatic,AWD,13.8,Lexus,RX300,2020,Lexus RX 300 2020,"2 Billion 930 Million
",https://bonbanh.com/xe-lexus-rx-300-2020-4871635,2.93
4871636,Imported,Used car,SUV,0,White,Black,5,7,Petrol,1.5,Automatic,RFD,9,Toyota,Rush,2018,Toyota Rush 1.5S AT 2018,"550 Million
",https://bonbanh.com/xe-toyota-rush-1.5s-at-2018-4871636,0.55
4871640,Domestic assembly,Used car,Sedan,0,White,Grey,4,5,Petrol,1.5,Manual,FWD,0,Daewoo,Gentra SX,2010,Daewoo Gentra SX 1.5 MT 2010,"180 Million
",https://bonbanh.com/xe-daewoo-gentra-sx-1.5-mt-2010-4871640,0.18
4871655,Domestic assembly,Used car,Hatchback,0,Grey,Cream,5,5,Petrol,1.1,Automatic,FWD,7.1,Kia,Morning,2008,Kia Morning SX 1.1 AT 2008 car,"185 Million
",https://bonbanh.com/xe-kia-morning-sx-1.1-at-2008-4871655,0.185
4871671,Domestic assembly,Used car,Hatchback,0,Silver,Grey,5,5,Petrol,0.8,Manual,FWD,7.8,Chevrolet,Spark,2009,Chevrolet Spark LT 0.8 MT 2009,"65 Million
",https://bonbanh.com/xe-chevrolet-spark-lt-0.8-mt-2009-4871671,0.065
4871697,Domestic assembly,Used car,Hatchback,0,White,Grey,5,5,Petrol,0.8,Manual,FWD,7.8,Chevrolet,Spark,2009,Chevrolet Spark LT 0.8 MT 2009,"85 Million
",https://bonbanh.com/xe-chevrolet-spark-lt-0.8-mt-2009-4871697,0.085
4871777,Imported,Used car,Hatchback,0,Silver,Grey,5,5,Petrol,0.8,Manual,FWD,8.3,Daewoo,Matiz,2005,Daewoo Matiz 0.8 MT 2005,"60 Million
",https://bonbanh.com/xe-daewoo-matiz-0.8-mt-2005-4871777,0.06
4871808,Domestic assembly,Used car,Pickup,0,Silver,Black,4,5,Diesel,2.5,Manual,RFD,12.9,Ford,Ranger,2009,Ford Ranger XL 2.5L 4x2 MT 2009,"250 Million
",https://bonbanh.com/xe-ford-ranger-xl-2.5l-4x2-mt-2009-4871808,0.25
