ad_id,origin,car_model,exterior_color,interior_color,num_of_doors,seating_capacity,engine,engine_capacity,transmission,drive_type,fuel_consumption,car_name,log_price,Brand_Ranking,Yeo_Johnson_mileage,age
4877358,Imported,SUV,Grey,Cream,5,7,Petrol,2.4,Automatic,4WD,6.9,Mitsubishi Outlander 2.4 CVT 2016,20.25326221,101,1.9315214116032136,8
4877365,Domestic assembly,Crossover,Sand,Cream,5,8,Petrol,2.0,Manual,RFD,11.5,Toyota Innova G 2006 car,19.23161096,3,2.4423470353692043,18
4877367,Domestic assembly,SUV,White,Cream,5,7,Diesel,2.2,Automatic,AWD,9.4,Kia Sorento Premium 2.2 AT AWD 2021,20.80022688,16,2.2407096892759584,3
4877368,Imported,SUV,White,Black,5,7,Petrol,1.5,Automatic,FWD,8.2,Honda CRV L 2019,20.66669549,7,2.1041341542702074,5
4877371,Imported,Sedan,Red,Cream,4,4,Petrol,6.6,Automatic,AWD,10.0,Rolls Royce Ghost 6.6 V12 2010,22.79643777,1,2.302585092994046,14
4877380,Imported,SUV,Red,Cream,5,5,Petrol,3.0,Automatic,AWD,8.0,LandRover Range Rover Sport HSE 2014,21.58531155,18,2.079441541679836,10
4877381,Imported,Sedan,Black,Black,4,5,Petrol,2.0,Automatic,RFD,5.0,BMW 3 Series 318i 2005,18.75715298,4,1.6094379124341005,19
4877387,Domestic assembly,Sedan,White,Brown,4,5,Petrol,2.0,Automatic,RFD,8.7,Mercedes Benz E class E200 Exclusive 2022,21.50167286,2,2.163323025660538,2
4877390,Domestic assembly,Sedan,Black,Cream,4,5,Petrol,3.0,Automatic,RFD,4.1,Mercedes Benz S class S400L 2017,21.52929517,2,1.410986973710262,7
4877394,Domestic assembly,Crossover,Red,Cream,5,5,Petrol,2.0,Automatic,FWD,10.2,Hyundai Tucson 2.0 ATH 2020,20.51254481,9,2.322387720290225,4
4877401,Domestic assembly,Crossover,White,Cream,5,5,Petrol,2.0,Automatic,FWD,9.8,Hyundai Tucson 2.0 ATH 2018,20.22568544,9,2.2823823856765264,6
4877414,Imported,SUV,Black,Cream,5,8,Petrol,4.0,Automatic,AWD,17.7,Toyota Land Cruiser GX.R 4.0 V6 2008,20.9856301,3,2.873564639579784,16
4877417,Domestic assembly,Crossover,White,Black,5,5,Petrol,1.6,Automatic,FWD,8.2,Peugeot 3008 AL 2022,20.772056,37,2.1041341542702074,2
4877420,Imported,SUV,Green,Black,5,7,Diesel,2.0,Automatic,4WD,10.8,Ford Everest Titanium 2.0L 4x4 AT 2021,20.70306313,8,2.379546134130174,3
4877430,Imported,Crossover,White,Black,5,5,Petrol,1.5,Automatic,FWD,7.4,Hyundai Creta Special 1.5 AT 2022,20.33022325,9,2.0014800002101243,2
4877439,Domestic assembly,SUV,White,Black,5,5,Petrol,2.0,Automatic,AWD,10.0,Mercedes Benz GLC 300 4Matic 2016,20.94640939,2,2.302585092994046,8
4877450,Imported,SUV,White,Black,5,5,Petrol,1.8,Automatic,FWD,8.9,Toyota Corolla Cross 1.8G 2022,20.44222831,3,2.186051276738094,2
4877454,Domestic assembly,Sedan,Brown,Cream,4,5,Petrol,1.5,Automatic,FWD,8.1,Toyota Vios 1.5G 2020,20.05967746,3,2.091864061678393,4
4877476,Imported,SUV,Red,Black,5,7,Petrol,1.5,Automatic,FWD,10.0,Mitsubishi Xpander Premium 1.5 AT 2023,20.30471549,101,2.302585092994046,1
4877479,Domestic assembly,Sedan,Black,Black,4,5,Petrol,1.5,Automatic,FWD,8.1,Toyota Vios 1.5G 2020,20.04992128,3,2.091864061678393,4
4877492,Domestic assembly,SUV,Brown,Black,5,5,Petrol,2.5,Automatic,FWD,9.0,Mazda CX5 2.5 AT 2016,20.07890882,42,2.19722457733622,8
4877498,Domestic assembly,SUV,Brown,Brown,5,7,Petrol,2.0,Automatic,RFD,9.1,VinFast Lux SA 2.0 Plus 2.0 AT 2019 car,20.56074691,103,2.2082744135228043,5
4877518,Domestic assembly,SUV,Brown,White,5,7,Diesel,2.5,Automatic,RFD,7.0,Mitsubishi Pajero Sport D 4x2 AT 2013,20.02006832,101,1.9459101490553128,11
4877536,Domestic assembly,SUV,Black,Cream,5,5,Petrol,2.0,Automatic,AWD,9.4,Mercedes Benz GLC 300 4Matic 2019,21.32210234,2,2.2407096892759584,5
4877537,Imported,Sedan,Red,Cream,4,5,Petrol,3.0,Automatic,AWD,10.7,Mercedes Benz Maybach S450 4Matic 2019,22.39097266,2,2.3702437414678603,5
4877540,Imported,Sedan,Red,Cream,4,5,Petrol,3.0,Automatic,AWD,10.7,Mercedes Benz Maybach S450 4Matic 2019,22.4897075,2,2.3702437414678603,5
4877547,Domestic assembly,Sedan,White,Black,4,5,Petrol,1.5,Automatic,FWD,7.9,Mazda 3 1.5 AT 2018,19.96824325,42,2.066862759472976,6
4877550,Domestic assembly,Sedan,Black,Black,4,5,Petrol,1.5,Automatic,FWD,6.1,Honda City RS 1.5 AT 2021 car,20.1070797,7,1.8082887711792652,3
4877551,Domestic assembly,Sedan,Black,Cream,4,5,Petrol,2.0,Automatic,RFD,5.0,BMW 3 Series 318i AT 2004,18.72816544,4,1.6094379124341005,20
4877552,Domestic assembly,Sedan,Black,Black,4,5,Petrol,3.5,Automatic,FWD,8.7,Toyota Camry 3.5Q 2008,19.69604354,3,2.163323025660538,16
4877553,Domestic assembly,SUV,Red,Brown,5,7,Petrol,2.5,Automatic,AWD,10.2,Hyundai SantaFe Premium 2.5L HTRAC 2021,20.85341652,9,2.322387720290225,3
4877565,Domestic assembly,Sedan,Black,Cream,4,5,Petrol,1.6,Automatic,FWD,7.5,Hyundai Elantra 1.6 AT 2018,19.98929666,9,2.0149030205422647,6
4877572,Imported,Sedan,Black,Brown,4,5,Petrol,2.0,Automatic,AWD,6.1,Volvo S90 Inscription LWB B6 AWD 2021,21.43523477,15,1.8082887711792652,3
4877573,Domestic assembly,SUV,White,Brown,5,7,Petrol,2.5,Automatic,FWD,9.9,Mazda CX8 Luxury 2023 car,20.67091936,42,2.2925347571405443,1
4877577,Imported,Sedan,Black,Cream,4,5,Petrol,2.5,Automatic,FWD,6.4,Toyota Camry 2.5Q 2020,20.75282464,3,1.8562979903656265,4
4877578,Domestic assembly,SUV,Black,Black,5,5,Petrol,2.0,Automatic,AWD,9.4,Mercedes Benz GLC 300 4Matic 2018,21.08094028,2,2.2407096892759584,6
4877583,Domestic assembly,Sedan,Green,Black,4,5,Petrol,1.5,Automatic,FWD,7.7,Mazda 3 1.5 AT 2017,20.02811665,42,2.0412203288596382,7
4877585,Imported,Pickup,Red,Black,4,5,Diesel,2.0,Automatic,4WD,11.7,Ford Ranger Raptor 2.0L 4x4 AT 2023,20.99023487,8,2.4595888418037104,1
4877590,Domestic assembly,SUV,Red,Black,5,7,Petrol,2.5,Automatic,FWD,9.9,Mazda CX8 Premium 2023 car,20.74698236,42,2.2925347571405443,1
4877593,Domestic assembly,Crossover,White,Black,5,5,Petrol,2.0,Automatic,FWD,9.1,Hyundai Tucson 2.0 AT Standard 2023,20.50635284,9,2.2082744135228043,1
4877598,Domestic assembly,Pickup,Green,Black,4,5,Diesel,2.2,Automatic,RFD,11.7,Ford Ranger XLS 2.0L 4x2 AT 2023,20.27228021,8,2.4595888418037104,1
4877599,Imported,Sedan,Grey,Grey,4,5,Petrol,1.0,Automatic,FWD,10.6,Nissan Almera VL 1.0 CVT Premium 2022,20.07317815,11,2.360854001118021,2
4877605,Imported,Crossover,Grey,Black,5,5,Petrol,2.0,Automatic,FWD,10.1,Kia Sportage 2.0 AT 2013,20.03011866,16,2.312535423847214,11
4877606,Domestic assembly,SUV,White,Black,5,7,Petrol,2.0,Automatic,FWD,8.8,Mitsubishi Outlander 2.0 CVT Premium 2018,20.3152976,101,2.174751721484161,6
4877607,Imported,Pickup,White,Black,4,5,Diesel,2.0,Automatic,4WD,11.7,Ford Ranger Raptor 2.0L 4x4 AT 2023,20.98486057,8,2.4595888418037104,1
4877613,Imported,Pickup,Black,Black,4,5,Diesel,2.0,Automatic,4WD,11.7,Ford Ranger Raptor 2.0L 4x4 AT 2023,20.98486057,8,2.4595888418037104,1
4877619,Imported,Crossover,Green,Brown,5,5,Petrol,2.0,Automatic,AWD,9.8,Audi Q3 2.0 Quattro 2016,20.4988715,10,2.2823823856765264,8
4877623,Domestic assembly,Sedan,Sand,Yellow,4,5,Petrol,3.0,Automatic,FWD,9.4,Toyota Camry 3.0V 2002,19.3289393,3,2.2407096892759584,22
4877625,Imported,Pickup,Red,Black,4,5,Diesel,2.2,Automatic,RFD,10.8,Ford Ranger XLS 2.2L 4x2 AT 2015,19.93580798,8,2.379546134130174,9
4877629,Domestic assembly,Sedan,White,Black,4,5,Petrol,2.0,Automatic,RFD,16.4,Mercedes Benz E class E200 2018,20.94640939,2,2.797281334830153,6
4877633,Domestic assembly,Sedan,Black,Colorful,4,5,Petrol,2.0,Automatic,FWD,8.5,Kia Cerato 2.0 AT Premium 2019 car,20.123609,16,2.1400661634962708,5
4877634,Domestic assembly,SUV,Red,Black,5,7,Petrol,2.0,Automatic,RFD,9.1,VinFast Lux SA 2.0 Plus 2.0 AT 2021 car,20.6044823,103,2.2082744135228043,3
4877637,Domestic assembly,Sedan,Silver,Colorful,4,5,Petrol,1.4,Automatic,FWD,6.7,Hyundai Accent 1.4 AT 2020,19.94237974,9,1.9021075263969205,4
4877638,Imported,Pickup,White,Black,4,5,Diesel,2.2,Manual,4WD,11.5,Mazda BT50 2.2L 4x4 MT 2016,19.90228528,42,2.4423470353692043,8
4877641,Imported,Sedan,White,Black,4,5,Petrol,1.5,Automatic,FWD,7.5,Mazda 2 Luxury 2022 car,20.03011866,42,2.0149030205422647,2
4877642,Domestic assembly,Sedan,White,Grey,4,5,Petrol,2.0,Automatic,RFD,7.9,VinFast Lux A 2.0 Standard 2022 car,20.3651613,103,2.066862759472976,2
4877648,Imported,Pickup,Orange,Colorful,4,5,Diesel,2.0,Automatic,4WD,10.2,Ford Ranger Wildtrak 2.0L 4x4 AT 2018,20.38077553,8,2.322387720290225,6
4877649,Imported,SUV,White,Black,5,7,Petrol,1.5,Automatic,FWD,8.2,Honda CRV L 2018,20.51869867,7,2.1041341542702074,6
4877653,Domestic assembly,Sedan,Green,Black,4,5,Petrol,1.5,Automatic,FWD,8.2,Mazda 3 1.5L Luxury 2021,20.18712241,42,2.1041341542702074,3
4877655,Domestic assembly,Hatchback,Red,Black,5,5,Petrol,1.25,Automatic,FWD,8.3,Kia Morning Luxury 2019 car,19.67914173,16,2.1162555148025524,5
4877656,Imported,SUV,Black,Brown,5,5,Petrol,1.8,Automatic,FWD,8.9,Toyota Corolla Cross 1.8V 2021,20.55484719,3,2.186051276738094,3
4876291,Domestic assembly,Sedan,Silver,Grey,4,5,Petrol,1.8,Manual,FWD,7.3,Toyota Corolla altis 1.8G MT 2005,19.11382792,3,1.9878743481543453,19
4877664,Domestic assembly,Sedan,White,Black,4,5,Petrol,1.25,Automatic,FWD,6.7,Hyundai i10 1.2 AT 2021 car,19.83166772,9,1.9021075263969205,3
4877665,Domestic assembly,Sedan,White,Black,4,5,Petrol,2.5,Automatic,FWD,7.9,Mazda 6 2.5 AT 2016,20.06933937,42,2.066862759472976,8
4876555,Domestic assembly,Sedan,Black,Cream,4,5,Petrol,1.8,Automatic,FWD,7.3,Toyota Corolla altis 1.8G AT 2011,19.80697511,3,1.9878743481543453,13
4877683,Domestic assembly,Sedan,Colorful,Black,4,5,Petrol,1.5,Automatic,FWD,7.1,Honda City RS 1.5 AT 2023 car,20.0959064,7,1.9600947840472696,1
4877687,Domestic assembly,Crossover,White,Cream,5,5,Diesel,2.0,Automatic,FWD,10.2,Hyundai Tucson 2.0 AT CRDi 2020,20.47480448,9,2.322387720290225,4
4877697,Domestic assembly,Sedan,Black,Black,4,5,Petrol,2.0,Automatic,FWD,10.9,Kia K3 2.0 AT 2015 car,19.85576527,16,2.388762789235098,9
4877701,Imported,Sedan,White,Brown,4,5,Petrol,2.0,Automatic,AWD,6.1,Volvo S90 Inscription LWB B6 AWD 2022,21.35347322,15,1.8082887711792652,2
4877703,Domestic assembly,Sedan,White,Black,4,5,Petrol,2.5,Automatic,FWD,7.7,Mazda 6 2.5 AT 2015,20.02006832,42,2.0412203288596382,9
4877707,Domestic assembly,Sedan,White,Black,4,5,Petrol,2.0,Automatic,FWD,8.5,Mazda 6 Premium 2.0 AT 2021,20.42216074,42,2.1400661634962708,3
4877712,Imported,Hatchback,White,Black,5,5,Petrol,1.5,Automatic,FWD,7.5,Mazda 2 Sport Premium 2022 car,20.1380758,42,2.0149030205422647,2
4877714,Domestic assembly,SUV,Green,Black,5,5,Petrol,2.0,Automatic,FWD,9.5,Mazda CX5 Premium 2.0 AT 2021 car,20.44882899,42,2.2512917986064958,3
4877716,Imported,Sedan,White,Brown,4,5,Petrol,2.5,Automatic,FWD,7.2,Lexus ES 250 2022,21.65148514,13,1.9740810260220096,2
4877724,Domestic assembly,Sedan,Red,Black,4,5,Petrol,1.8,Automatic,RFD,8.2,Mercedes Benz C class C250 2012,19.7816573,2,2.1041341542702074,12
4877730,Imported,Sedan,White,Cream,4,5,Petrol,2.0,Automatic,RFD,10.0,BMW 5 Series 528i GT 2016,20.97012591,4,2.302585092994046,8
4877733,Domestic assembly,Sedan,White,Black,4,5,Petrol,1.5,Automatic,FWD,8.3,Mazda 3 1.5L Luxury 2022,20.27541501,42,2.1162555148025524,2
4877734,Domestic assembly,SUV,Sand,Sand,5,5,Petrol,2.5,Automatic,FWD,9.0,Mazda CX5 2.5 AT 2016,20.18712241,42,2.19722457733622,8
4877738,Imported,SUV,White,Black,5,7,Petrol,2.0,Automatic,AWD,9.0,LandRover Discovery Sport HSE 2016,21.09482939,18,2.19722457733622,8
4877742,Imported,SUV,White,Brown,5,5,Petrol,3.0,Automatic,AWD,11.5,Porsche Cayenne Coupe 2022,22.57956383,5,2.4423470353692043,2
4877749,Imported,Van/Minivan,White,Black,5,7,Petrol,1.5,Automatic,FWD,8.3,Hyundai Stargazer Standard 1.5 AT 2023,19.99965945,9,2.1162555148025524,1
4877761,Domestic assembly,Sedan,Sand,Cream,4,5,Petrol,1.5,Automatic,FWD,8.1,Toyota Vios G 1.5 CVT 2021,20.10336912,3,2.091864061678393,3
4877765,Domestic assembly,Sedan,Brown,Brown,4,5,Petrol,2.0,Automatic,RFD,7.9,VinFast Lux A 2.0 2.0 AT 2021 car,20.44882899,103,2.066862759472976,3
4877771,Imported,SUV,White,Brown,5,8,Petrol,4.6,Automatic,AWD,16.1,Toyota Land Cruiser VX 4.6 V8 2016,21.86109884,3,2.778819271990417,8
4877778,Imported,Hatchback,White,Grey,5,5,Petrol,1.0,Manual,FWD,6.6,Hyundai i10 Grand 1.0 MT 2016,19.23161096,9,1.88706964903238,8
4877790,Imported,SUV,Red,Black,5,5,Petrol,2.0,Automatic,AWD,9.8,LandRover Range Rover Evoque Dynamic 2014,20.59543247,18,2.2823823856765264,10
4877791,Imported,Crossover,Green,Brown,5,5,Petrol,2.0,Automatic,AWD,9.8,Audi Q3 2.0 Quattro 2016,20.4988715,10,2.2823823856765264,8
4877804,Domestic assembly,SUV,Grey,Black,5,8,Petrol,2.7,Automatic,4WD,11.5,Toyota Fortuner 2.7V 4x4 AT 2015,20.16114692,3,2.4423470353692043,9
4877807,Imported,Pickup,Orange,Colorful,4,5,Diesel,2.4,Automatic,RFD,12.3,Mitsubishi Triton Athlete 4x2 AT 2022,20.41538106,101,2.509599262378372,2
4877809,Domestic assembly,Sedan,Silver,Black,4,5,Petrol,2.5,Automatic,RFD,5.0,BMW 3 Series 325i 2005,19.20000562,4,1.6094379124341005,19
4877815,Domestic assembly,SUV,White,Cream,5,7,Petrol,2.4,Automatic,4WD,11.0,Hyundai SantaFe 2.4L 4WD 2018,20.51624167,9,2.3978952727983707,6
4877820,Domestic assembly,Crossover,Red,Cream,5,5,Petrol,1.4,Automatic,FWD,8.8,Kia Seltos Luxury 1.4 AT 2022,20.3651613,16,2.174751721484161,2
4876799,Domestic assembly,Sedan,Black,Cream,4,5,Petrol,1.8,Automatic,FWD,7.3,Toyota Corolla altis 1.8G AT 2018,20.1070797,3,1.9878743481543453,6
4877833,Domestic assembly,Sedan,Black,Black,4,5,Petrol,2.0,Automatic,FWD,7.5,Kia K5 Luxury 2.0 AT 2022 car,20.4988715,16,2.0149030205422647,2
4877836,Domestic assembly,Sedan,White,Brown,4,5,Petrol,2.0,Automatic,RFD,16.4,Mercedes Benz E class E200 2018,20.94640939,2,2.797281334830153,6
4877839,Domestic assembly,Sedan,White,Black,4,5,Petrol,1.6,Automatic,FWD,6.3,Hyundai Elantra 1.6 AT Special 2023,20.25166093,9,1.840549633397487,1
4877842,Imported,Hatchback,Red,Colorful,5,5,Petrol,1.3,Automatic,FWD,6.5,Toyota Yaris 1.3E 2014,19.79439632,3,1.8718021769015916,10
4877845,Domestic assembly,Sedan,Black,Cream,4,5,Petrol,1.6,Automatic,FWD,6.5,Hyundai Elantra 1.6 AT 2021,20.08838756,9,1.8718021769015916,3
4877846,Domestic assembly,Hatchback,White,Black,5,5,Petrol,1.8,Automatic,FWD,7.8,Ford Focus 1.8 AT 2011,19.59933574,8,2.0541237336955462,13
4877852,Imported,SUV,Silver,Colorful,5,7,Diesel,2.0,Automatic,FWD,12.6,Hyundai SantaFe Gold 2.0 AT 2005,19.16261809,9,2.533696813957432,19
4877863,Imported,Pickup,Green,Black,4,5,Diesel,2.0,Automatic,4WD,11.6,Ford Ranger Raptor 2.0L 4x4 AT 2019,20.66139043,8,2.451005098112319,5
4877869,Imported,Pickup,White,Colorful,4,5,Diesel,3.2,Automatic,4WD,10.8,Ford Ranger Wildtrak 3.2L 4x4 AT 2015,20.14344734,8,2.379546134130174,9
4877879,Domestic assembly,SUV,White,Cream,5,7,Petrol,2.0,Automatic,FWD,8.6,Kia Rondo GAT 2018 car,19.94673705,16,2.151762203259462,6
4877882,Domestic assembly,Sedan,White,Black,4,5,Petrol,2.0,Automatic,RFD,8.4,Mercedes Benz C class C300 AMG 2023,21.51126855,2,2.128231705849268,1
4877883,Domestic assembly,SUV,White,Black,5,5,Petrol,2.0,Automatic,FWD,9.8,Mazda CX5 Luxury 2.0 AT 2022 car,20.49259402,42,2.2823823856765264,2
4877884,Domestic assembly,SUV,Silver,Cream,5,8,Petrol,2.7,Automatic,4WD,12.1,Toyota Fortuner 2.7V 4x4 AT 2011,19.79439632,3,2.4932054526026954,13
4877885,Domestic assembly,SUV,White,Black,5,5,Electric,3.5,Automatic,AWD,1.8,VinFast VF8 Eco 2023 car,20.44882899,103,0.5877866649021191,1
4877886,Imported,SUV,Black,Red,5,5,Petrol,1.8,Automatic,FWD,8.9,Toyota Corolla Cross 1.8V 2022,20.51254481,3,2.186051276738094,2
4877891,Domestic assembly,Sedan,White,Cream,4,5,Petrol,1.5,Automatic,FWD,8.1,Toyota Vios 1.5E CVT 2019,19.87929577,3,2.091864061678393,5
4877900,Imported,SUV,White,Brown,5,7,Diesel,2.0,Automatic,4WD,10.8,Ford Everest Titanium Plus 2.0L 4x4 AT 2023,21.10101711,8,2.379546134130174,1
4877902,Domestic assembly,Sedan,Grey,Cream,4,5,Petrol,2.0,Automatic,FWD,7.8,Ford Focus 2.0 AT Ghia 2011,19.58383155,8,2.0541237336955462,13
4877903,Domestic assembly,Sedan,Red,Black,4,5,Petrol,1.5,Automatic,FWD,7.9,Mazda 3 1.5 AT 2018,20.10522613,42,2.066862759472976,6
4877904,Domestic assembly,Crossover,White,Brown,5,8,Petrol,2.0,Automatic,RFD,11.0,Toyota Innova 2.0G 2019 car,20.3449294,3,2.3978952727983707,5
4877907,Domestic assembly,SUV,Silver,Black,5,5,Electric,3.5,Automatic,AWD,1.8,VinFast VF8 Eco 2023 car,20.40443704,103,0.5877866649021191,1
4877908,Domestic assembly,SUV,Sand,Cream,5,8,Diesel,2.5,Manual,RFD,12.3,Ford Everest 2.5L 4x2 MT 2009,19.49909033,8,2.509599262378372,15
4877913,Domestic assembly,Sedan,Green,Black,4,5,Petrol,1.5,Automatic,FWD,7.7,Mazda 3 1.5 AT 2017,20.02811665,42,2.0412203288596382,7
4877923,Domestic assembly,Sedan,Black,Black,4,5,Petrol,1.8,Automatic,RFD,7.8,Mercedes Benz C class C200 Elegance 2008,19.45030016,2,2.0541237336955462,16
4877924,Imported,SUV,Brown,Black,5,5,Petrol,1.8,Automatic,FWD,8.9,Toyota Corolla Cross 1.8V 2021,20.51869867,3,2.186051276738094,3
4877927,Imported,SUV,Black,Grey,5,7,Petrol,2.4,Manual,FWD,11.4,Kia Sorento GMT 2.4L 2WD 2011,19.76875389,16,2.4336133554004498,13
4877933,Domestic assembly,SUV,White,Black,5,5,Petrol,2.0,Automatic,AWD,4.2,Mercedes Benz GLC 300 4Matic 2021,21.39109521,2,1.4350845252893227,3
4877935,Domestic assembly,Crossover,Red,Grey,5,5,Petrol,2.0,Automatic,FWD,8.7,Hyundai Kona 2.0 AT 2020 car,20.15233629,9,2.163323025660538,4
4877939,Domestic assembly,Sedan,White,Black,4,5,Petrol,1.5,Automatic,FWD,8.3,Mazda 3 1.5L Deluxe 2022,20.29708769,42,2.1162555148025524,2
4877950,Domestic assembly,SUV,Green,Black,4,5,Electric,5.0,Automatic,AWD,1.8,VinFast VF8 Plus 2023 car,20.96228274,103,0.5877866649021191,1
4877953,Domestic assembly,SUV,Black,Black,5,7,Diesel,2.4,Automatic,RFD,11.6,Toyota Fortuner 2.4G 4x2 AT 2020,20.63988423,3,2.451005098112319,4
4877958,Imported,Pickup,Grey,Black,4,5,Diesel,3.2,Automatic,4WD,10.3,Ford Ranger Wildtrak 3.2L 4x4 AT 2016,20.32278827,8,2.332143895,8
4877962,Domestic assembly,SUV,Green,Brown,4,7,Petrol,2.5,Automatic,FWD,9.9,Mazda CX8 Premium 2023 car,20.80852568,42,2.2925347571405443,1
4877963,Imported,Hatchback,Red,Different color,5,5,Petrol,1.5,Automatic,FWD,6.3,Toyota Yaris 1.5G 2016,19.98929666,3,1.840549633397487,8
4877967,Domestic assembly,Sedan,Black,Brown,4,5,Petrol,3.0,Automatic,RFD,10.2,Mercedes Benz S class S450L Luxury 2019,21.9289372,2,2.322387720290225,5
4877977,Domestic assembly,Sedan,White,Brown,4,5,Petrol,2.0,Automatic,RFD,16.4,Mercedes Benz E class E200 2018,21.00089757,2,2.797281334830153,6
4877981,Imported,Pickup,Sand,Grey,4,5,Diesel,2.2,Manual,RFD,10.3,Ford Ranger XLS 2.2L 4x2 MT 2016,19.83166772,8,2.332143895,8
4877984,Domestic assembly,Crossover,Black,Cream,5,5,Diesel,2.0,Automatic,FWD,10.2,Hyundai Tucson 2.0 AT CRDi 2020,20.56309708,9,2.322387720290225,4
4877985,Domestic assembly,Sedan,Black,Cream,4,5,Petrol,1.5,Automatic,FWD,8.1,Toyota Vios 1.5G 2020,20.07317815,3,2.091864061678393,4
4877989,Imported,Sedan,Black,Black,4,5,Petrol,2.0,Automatic,RFD,10.0,BMW 5 Series 520i 2016,20.61679359,4,2.302585092994046,8
4877990,Imported,Crossover,White,Black,5,5,Petrol,2.0,Automatic,FWD,8.8,Mazda CX 30 Premium 2.0 AT 2023,20.43424954,42,2.174751721484161,1
4878007,Domestic assembly,SUV,White,Black,5,7,Petrol,2.5,Automatic,4WD,9.6,Nissan X trail 2.5 SV 4WD PREMIUM 2017,20.21077216,11,2.26176309847379,7
4878008,Imported,SUV,Red,Black,5,5,Petrol,1.8,Automatic,FWD,8.9,Toyota Corolla Cross 1.8G 2022,20.44222831,3,2.186051276738094,2
4878009,Domestic assembly,Sedan,Black,Black,4,5,Petrol,2.5,Automatic,FWD,7.8,Mazda 6 2.5 AT 2014,19.91358484,42,2.0541237336955462,10
4878016,Domestic assembly,Sedan,Black,Brown,4,5,Petrol,3.0,Automatic,RFD,4.1,Mercedes Benz S class S400L 2017,21.44110563,2,1.410986973710262,7
4878018,Imported,Crossover,Red,Black,5,5,Petrol,1.5,Automatic,FWD,8.5,Honda HRV RS 2023,20.53210533,7,2.1400661634962708,1
4878022,Domestic assembly,Sedan,White,Cream,4,5,Petrol,1.25,Manual,FWD,5.6,Hyundai i10 Grand 1.2 MT 2017,19.50248591,9,1.7227665977411035,7
4878029,Imported,Crossover,Red,Brown,4,5,Petrol,1.5,Automatic,FWD,8.8,Mazda cx3 Premium 2023 car,20.28631006,42,2.174751721484161,1
4878033,Imported,Hatchback,Green,Black,5,5,Petrol,1.2,Automatic,FWD,6.1,Suzuki Swift GLX 1.2 AT 2022 car,20.12542884,19,1.8082887711792652,2
4878039,Domestic assembly,Hatchback,White,Black,5,5,Petrol,1.25,Automatic,FWD,8.3,Kia Morning X-Line 2022 car,19.80697511,16,2.1162555148025524,2
4878042,Domestic assembly,Sedan,Green,Black,4,5,Petrol,1.5,Automatic,FWD,8.3,Mazda 3 1.5L Luxury 2022,20.34638819,42,2.1162555148025524,2
4878049,Domestic assembly,Sedan,White,Black,4,5,Petrol,1.5,Automatic,FWD,7.8,Mazda 3 1.5L Premium 2023,20.42080848,42,2.0541237336955462,1
4878057,Domestic assembly,SUV,White,Black,5,5,Petrol,2.0,Automatic,AWD,10.5,Mercedes Benz GLC 300 4Matic 2017,21.00089757,2,2.3513752571634776,7
4878065,Domestic assembly,SUV,Orange,Brown,4,5,Electric,5.0,Automatic,AWD,1.8,VinFast VF8 Plus 2023 car,20.62565301,103,0.5877866649021191,1
4878071,Imported,SUV,Black,Brown,5,5,Petrol,2.0,Automatic,AWD,13.8,Lexus RX 300 2019,21.78797657,13,2.624668592163159,5
4878081,Imported,SUV,White,Black,5,5,Petrol,1.6,Automatic,FWD,7.4,Suzuki Vitara 1.6 AT 2015 car,19.99965945,19,2.0014800002101243,9
4878095,Imported,SUV,Black,Brown,5,4,Petrol,3.4,Automatic,AWD,15.7,Lexus LX 600 Vip 2023,23.07464109,13,2.7536607123542622,1
4878107,Domestic assembly,Hatchback,Red,Black,5,5,Petrol,1.4,Automatic,FWD,6.0,Suzuki Swift RS 2017 car,19.84378908,19,1.791759469228055,7
4878108,Domestic assembly,Sedan,Yellow,Yellow,4,5,Petrol,1.5,Automatic,FWD,8.1,Toyota Vios G 1.5 CVT 2023,20.19563309,3,2.091864061678393,1
4878111,Domestic assembly,Sedan,Silver,Cream,4,5,Petrol,1.5,Manual,FWD,8.8,Toyota Vios 1.5E 2013,19.44672234,3,2.174751721484161,11
4878114,Domestic assembly,SUV,Pink,Grey,5,8,Diesel,2.5,Automatic,RFD,11.6,Ford Everest 2.5L 4x2 AT 2014,19.90228528,8,2.451005098112319,10
4878118,Imported,SUV,Black,Brown,5,5,Petrol,3.0,Automatic,AWD,11.8,Audi Q8 55 TFSI S-Line Quattro 2020,22.0582669,10,2.468099531471619,4
4878122,Domestic assembly,SUV,Black,Brown,5,8,Diesel,2.4,Automatic,RFD,11.6,Toyota Fortuner 2.4G 4x2 AT 2020,20.61679359,3,2.451005098112319,4
4878129,Domestic assembly,Sedan,Black,Black,4,5,Petrol,1.5,Manual,FWD,8.1,Toyota Vios 1.5E MT 2020,19.82677773,3,2.091864061678393,4
4878136,Domestic assembly,SUV,Yellow,Black,5,7,Petrol,3.0,Automatic,RFD,10.6,Mitsubishi Pajero Sport G 4x2 AT 2014,19.92475814,101,2.360854001118021,10
4878144,Imported,Sedan,Silver,Cream,4,5,Petrol,1.4,Manual,FWD,7.2,Kia Rio 1.4 MT 2017,19.5680832,16,1.9740810260220096,7
4878153,Domestic assembly,Van/Minivan,Silver,Silver,4,16,Diesel,2.9,Manual,RFD,9.5,Mercedes Benz MB 140D 2004,18.25816181,2,2.2512917986064958,20
