,ad_id,brand,grade,car_name
11912,4842166,Suzuki,XL7,Suzuki XL7 1.5 AT 2022 car
11913,4842173,Hyundai,Accent,Hyundai Accent 1.4 MT 2018
11914,4842187,Daihatsu,Hijet,Daihatsu Hijet 2004 car
11915,4842188,BMW,X5,BMW X5 xDrive40i 2019
11916,4842197,Daewoo,Matiz,Daewoo Matiz SE 0.8 MT 2005
11917,4842198,Chevrolet,Colorado,Chevrolet Colorado LTZ 2.5L 4x4 AT 2018
11918,4842201,Lexus,ES250,Lexus ES 250 2021
11919,4842204,Kia,Cerato,Kia Cerato 2.0 AT Premium 2020 car
11920,4842220,Lexus,ES250,Lexus ES 250 2022
11921,4842234,Mercedes-Benz,S450,Mercedes Benz Maybach S450 4Matic 2019
11922,4842246,Toyota,Camry,Toyota Camry 2.5Q 2020
11923,4842254,Hyundai,Santa_Fe,Hyundai SantaFe 2.0L 2011
11924,4842262,Kia,Cerato,Kia Cerato 1.6 AT 2018
11925,4842276,BMW,6_Series,BMW 6 Series 640i Gran Coupe 2012
11926,4842281,Chevrolet,Spark,Chevrolet Spark LT 1.2 MT 2017
11927,4842286,Kia,K3,Kia K3 Luxury 1.6 AT 2022 car
11928,4842300,Honda,Civic,Honda Civic 1.8 MT 2011
11929,4842311,Honda,Civic,Honda Civic 1.8 AT 2008
11930,4842320,Mercedes-Benz,G63,Mercedes Benz G class G63 AMG 2023
11931,4842323,Toyota,Corolla_altis,Toyota Corolla altis 1.8G MT 2001
11932,4842331,Daewoo,Lacetti,Daewoo Lacetti CDX 1.6 AT 2009
11933,4842350,Hyundai,Santa_Fe,Hyundai SantaFe 2.4L HTRAC 2018
11934,4842377,Mercedes-Benz,C250,Mercedes Benz C class C250 2012
11935,4842385,Mitsubishi,Pajero_Sport,Mitsubishi Pajero Sport D 4x2 MT 2017
11936,4842396,LandRover,Range_Rover,LandRover Range Rover SVAutobiography LWB 5.0 V8 2020
11937,4842417,Honda,CR-V,Honda CRV G 2018
11938,4842427,Toyota,Vios,Toyota Vios 1.5G 2017
11939,4842433,LandRover,Range_Rover_Evoque,LandRover Range Rover Evoque Dynamic 2014
11940,4842435,Peugeot,2008,Peugeot 2008 GT Line 1.2 AT 2021
11941,4842436,Kia,Morning,Kia Morning SLX 1.0 AT 2009 car
11942,4842440,Mercedes-Benz,C200,Mercedes Benz C class C200 Avantgarde 2022
11943,4842441,Mercedes-Benz,GLC200,Mercedes Benz GLC 200 2022
11944,4842442,Toyota,Vios,Toyota Vios 1.5G 2013
11945,4842445,Mercedes-Benz,C200,Mercedes Benz C class C200 Avantgarde Plus 2022
11946,4842446,Mitsubishi,Triton,Mitsubishi Triton 4x2 AT Mivec 2021
11947,4842450,Lexus,ES350,Lexus ES 350 2006
11948,4842474,Ford,Everest,Ford Everest Titanium 2.2L 4x2 AT 2016
11949,4842490,Kia,Picanto,Kia Picanto S 1.25 AT 2014
11950,4842509,Toyota,Camry,Toyota Camry 2.5Q 2020
11951,4842514,Mazda,3,Mazda 3 1.5L Deluxe 2022
11952,4842551,Toyota,Camry,Toyota Camry 2.0G 2022
11953,4842562,Mazda,3,Mazda 3 1.5L Luxury 2020
11954,4842570,Kia,Seltos,Kia Seltos Luxury 1.4 AT 2021
11955,4842581,Toyota,Vios,Toyota Vios 1.5MT 2010
11956,4842585,Mitsubishi,Xpander,Mitsubishi Xpander 1.5 AT 2021
11957,4842596,Kia,Cerato,Kia Cerato 1.6 AT 2018
11958,4842601,Kia,Morning,Kia Morning Si MT 2018 car
11959,4842604,Kia,Cerato,Kia Cerato 2.0 AT Premium 2021 car
11960,4842620,Toyota,Camry,Toyota Camry 2.0G 2023
11961,4842627,Daewoo,Nubira,Daewoo Nubira II 1.6 2002
11962,4842631,Kia,Seltos,Kia Seltos Luxury 1.4 AT 2020
11963,4842651,Kia,K3,Kia K3 Premium 2.0 AT 2022 car
11964,4842654,Hyundai,Tucson,Hyundai Tucson 2.0 AT Standard 2022
11965,4842655,LandRover,Discovery,LandRover Discovery HSE Luxury 2015
11966,4842661,Toyota,Fortuner,Toyota Fortuner 2.7V 4x2 AT 2017
11967,4842662,Hyundai,i10,Hyundai i10 Grand 1.0 AT 2016 car
11968,4842663,Lexus,LS500h,Lexus LS 500h 2021
11969,4842664,Chevrolet,Captiva,Chevrolet Captiva LTZ Maxx 2.0 AT 2009
11970,4842668,Audi,A7,Audi A7 55 TFSI Quattro 2020
11971,4842669,Toyota,Camry,Toyota Camry 2.0E 2011
11972,4842683,Ford,Ranger,Ford Ranger Raptor 2.0L 4x4 AT 2019
11973,4842702,Honda,City,Honda City 1.5 2019 car
11974,4842710,Toyota,Camry,Toyota Camry 2.4G 2008
11975,4842719,Toyota,Vios,Toyota Vios E 1.5 MT 2022
11976,4842738,Hyundai,Santa_Fe,Hyundai SantaFe Premium 2.2L HTRAC 2021
11977,4842740,Lexus,GX460,Lexus GX 460 2011
11978,4842748,Mitsubishi,Attrage,Mitsubishi Attrage 1.2 CVT 2022
11979,4842753,Lexus,LX570,Lexus LX 570 Super Sport MBS 2020
11980,4842756,Kia,Soul,Kia Soul 1.6 AT 2009
11981,4842762,Mazda,2 Luxury,Mazda 2 Luxury 2021 car
11982,4842765,Mercedes-Benz,GLC300,Mercedes Benz GLC 300 4Matic 2016
11983,4842772,Toyota,Camry,Toyota Camry 2.0E 2018
11984,4842775,Chevrolet,Captiva,Chevrolet Captiva LTZ 2.4 AT 2015
11985,4842783,Mazda,3,Mazda 3 1.5L Luxury 2021
11986,4842790,Kia,Rondo,Kia Rondo GAT Deluxe 2019 car
11987,4842794,Ford,Ranger,Ford Ranger XLS 2.2L 4x2 AT 2015
11988,4842795,Honda,Civic,Honda Civic 1.5L Vtec Turbo 2018
11989,4842796,Hyundai,Kona,Hyundai Kona 2.0 ATH 2018
11990,4842809,Hyundai,Tucson,Hyundai Tucson 2.0 ATH 2019
11991,4842821,Ford,Focus,Ford Focus Titanium 1.5L 2016
11992,4842823,Volkswagen,Tiguan,Volkswagen Tiguan Elegance 2020
11993,4842828,Toyota,Highlander,Toyota Highlander SE 2.7 2011
11994,4842845,Hyundai,i10,Hyundai i10 Grand 1.0 AT 2015 car
11995,4842847,Toyota,Hiace,Toyota Hiace 2.5 2011
11996,4842857,Mercedes-Benz,C300,Mercedes Benz C class C300 AMG 2017
11997,4842861,Lexus,LS500h,Lexus LS 500h 2021
11998,4842862,Toyota,Fortuner,Toyota Fortuner 2.7V 4x4 AT 2017
11999,4842866,Hyundai,Santa_Fe,Hyundai SantaFe Premium 2.2L HTRAC 2021
12000,4842870,VinFast,Fadil,VinFast Fadil Advanced 1.4 AT 2022
12001,4842876,Nissan,Teana,Nissan Teana 2.5 SL 2014
12002,4842889,Toyota,Hilux,Toyota Hilux 3.0G 4x4 MT 2016
12003,4842923,Chevrolet,Spark Lite Van,Chevrolet Spark Lite Van 0.8 MT 2015
12004,4842940,Mitsubishi,Xpander,Mitsubishi Xpander 1.5 MT 2019
12005,4842943,Mercedes-Benz,EQS580,Mercedes Benz EQS 580 4Matic 2023
12006,4842946,Mercedes-Benz,GLC200,Mercedes Benz GLC 200 4Matic 2022
12007,4842949,Toyota,Vios,Toyota Vios 1.5E 2015
12008,4842950,Mazda,3,Mazda 3 2.0 AT 2017
12009,4842956,Kia,Sonet,Kia Sonet Luxury 1.5 AT 2022 car
12010,4842960,Hyundai,Tucson,Hyundai Tucson 1.6 AT Turbo HTRAC Special 2022
12011,4842962,Hyundai,i10,Hyundai i10 Grand 1.2 AT 2014 car
12012,4842967,VinFast,VF8,VinFast VF8 Plus 2022 car
12013,4842970,Mercedes-Benz,EQS450+,Mercedes Benz EQS 450+ 2023
12014,4842978,Ford,Ranger,Ford Ranger XLS 2.0L 4x2 AT 2023
12015,4842979,VinFast,VF8,VinFast VF8 Eco 2022 car
12016,4842980,Toyota,Corolla_altis,Toyota Corolla altis 1.8G MT 2001
12017,4842993,Toyota,Land_Cruiser,Toyota Land Cruiser 4.6 V8 2020
12018,4843001,Ford,Transit,Ford Transit Standard 2023
12019,4843015,Mercedes-Benz,C300,Mercedes Benz C class C300 AMG 2013
12020,4843023,Peugeot,5008,Peugeot 5008 1.6 AT 2019
12021,4843024,Mercedes-Benz,C300,Mercedes Benz C class C300 AMG 2019
12022,4843029,Toyota,Camry,Toyota Camry 2.5Q 2021
12023,4843047,Chevrolet,Cruze,Chevrolet Cruze LT 1.6L 2017
12024,4843056,Mercedes-Benz,GLC200,Mercedes Benz GLC 200 4Matic 2020
12025,4843057,Toyota,Yaris,Toyota Yaris 1.3E 2014
12026,4843067,Mazda,3,Mazda 3 1.5L Sport Luxury 2019
12027,4843070,Honda,CR-V,Honda CRV L 2021 car
12028,4843084,Honda,HR-V,Honda HRV RS 2023
12029,4843085,Toyota,Camry,Toyota Camry 2.5Q 2020
12030,4843101,Honda,Civic,Honda Civic 2.0 AT 2006
12031,4843109,Nissan,Sunny,Nissan Sunny XL 2014 car
12032,4843131,Honda,City,Honda City 1.5 AT 2017 car
12033,4843144,Hyundai,Accent,Hyundai Accent 1.4 MT Base 2020
12034,4843150,Nissan,Grand_livina,Nissan Grand livina 1.8 MT 2011
12035,4843153,Mitsubishi,Triton,Mitsubishi Triton Athlete 4x4 AT Mivec 2021
12036,4843157,Toyota,Corolla_altis,Toyota Corolla altis 2.0V 2010
12037,4843161,Honda,HR-V,Honda HRV L 2021 car
12038,4843162,Hyundai,i10,Hyundai i10 Grand 1.2 AT 2016 car
12039,4843173,Ford,Ranger,Ford Ranger XLT 2.5L 4x4 MT 2010
12040,4843181,Mercedes-Benz,E200,Mercedes Benz E class E200 2017
12041,4843191,Mazda,CX-8,Mazda CX8 Premium AWD 2022
12042,4843205,Hyundai,Accent,Hyundai Accent 1.4 ATH 2020
12043,4843206,Honda,City,Honda City 1.5 2019 car
12044,4843213,Mazda,CX-5,Mazda CX5 2.5 AT 2WD 2018
12045,4843221,Toyota,Corolla_altis,Toyota Corolla altis 1.8G 2022
12046,4843223,Hyundai,Accent,Hyundai Accent 1.4 AT 2022
12047,4843227,Toyota,Land_Cruiser,Toyota Land Cruiser GX 4.5 2000
12048,4843231,Ford,Escape,Ford Escape XLS 2.3L 4x2 AT 2012
12049,4843243,Mitsubishi,Attrage,Mitsubishi Attrage Premium 1.2 CVT 2022
12050,4843246,Toyota,Innova,Toyota Innova 2.0 MT 2012
12051,4843251,Ford,Territory,Ford Territory Titanium 1.5 AT 2023 car
12052,4843265,Ford,Ranger,Ford Ranger Wildtrak 2.0L 4x4 AT 2023
12053,4843272,Toyota,Corolla_altis,Toyota Corolla altis 1.8G MT 2013
12054,4843285,Toyota,Fortuner,Toyota Fortuner 2.7V 4x2 AT 2016
12055,4843286,Isuzu,D-MAX,Isuzu Dmax LS 1.9L 4x2 AT 2021
12056,4843302,Mitsubishi,Outlander_Sport,Mitsubishi Outlander Sport 2.0 CVT Premium 2015
12057,4843303,Mercedes-Benz,C200,Mercedes Benz C class C200 Avantgarde 2021
12058,4843311,VinFast,Fadil,VinFast Fadil 1.4 AT 2021 car
12059,4843313,Hyundai,Elantra,Hyundai Elantra 1.6 AT 2018
12060,4843314,Ford,Everest,Ford Everest Titanium Plus 2.0L 4x4 AT 2023
12061,4843327,Lexus,LX600,Lexus LX 600 Vip 2023
12062,4843340,Lexus,LX600,Lexus LX 600 Vip 2023
12063,4843346,Mazda,3,Mazda 3 Sport Luxury 2020 car
12064,4843350,Lexus,LX600,Lexus LX 600 2023
12065,4843377,Hyundai,Veloster,Hyundai Veloster 1.6 AT GDI 2011
12066,4843413,Nissan,X-Trail,Nissan X trail 2.5 SV 4WD Premium 2018
12067,4843417,Toyota,Yaris,Toyota Yaris G 1.5 AT 2023
12068,4843436,Toyota,Innova,Toyota Innova J 2007 car
12069,4843437,Kia,Cerato,Kia Cerato 1.6 AT 2018
12070,4843438,Ford,Everest,Ford Everest Titanium 2.2L 4x2 AT 2016
12071,4843447,Ford,Territory,Ford Territory Titanium X 1.5 AT 2023
12072,4843455,Toyota,Vios,Toyota Vios 1.5E MT 2021
12073,4843459,Toyota,Fortuner,Toyota Fortuner 2.5G 2014
12074,4843468,Mercedes-Benz,S400L,Mercedes Benz S class S400L 2015
12075,4843472,Kia,Sportage,Kia Sportage 2.0 AT AWD 2011
12076,4843475,Mercedes-Benz,C200,Mercedes Benz C class C200 2017
12077,4843478,Kia,Morning,Kia Morning MT 2019 car
12078,4843490,Ford,Escape,Ford Escape XLT 2.3L 4x4 AT 2010
12079,4843505,Toyota,Fortuner,Toyota Fortuner 2.7V 4x2 AT 2013
12080,4843515,Toyota,Rush,Toyota Rush 1.5S AT 2019
12081,4843519,Toyota,Camry,Toyota Camry 2.0Q 2023
12082,4843521,VinFast,VF_e34,VinFast VF e34 2023 car
12083,4843523,Kia,Sorento,Kia Sorento Signature 2.2 AT AWD 2022
12084,4843538,Peugeot,5008,Peugeot 5008 1.6 AT 2019
12085,4843549,Ford,Mondeo,Ford Mondeo 2.5 AT 2003
12086,4843550,Ford,Ranger,Ford Ranger XLS 2.2L 4x2 AT 2018
12087,4843555,Kia,Sorento,Kia Sorento DATH 2016 car
12088,4843565,VinFast,Lux_A_2.0,VinFast Lux A 2.0 Premium 2022 Car
12089,4843576,Toyota,Corolla_Cross,Toyota Corolla Cross 1.8V 2022
12090,4843583,Hyundai,Santa_Fe,Hyundai SantaFe 2.4L 4WD 2017
12091,4843584,Porsche,718_Cayman,Porsche 718 Cayman T 2.0 AT 2022
12092,4843592,Audi,A6,Audi A6 1.8 TFSI 2015
12093,4843596,Toyota,Camry,Toyota Camry 2.4G 2008
12094,4843598,Mercedes-Benz,S500L,Mercedes Benz S class S500L 2016
12095,4843619,Mercedes-Benz,C300,Mercedes Benz C class C300 2010
12096,4843626,Toyota,Fortuner,Toyota Fortuner 2.4G 4x2 MT 2020
12097,4843630,Ssangyong,Stavic,Ssangyong Stavic 2.7 MT 2008
12098,4843631,Toyota,Innova,Toyota Innova V 2008 car
12099,4843652,Kia,Cerato,Kia Cerato 1.6 AT Luxury 2020
12100,4843665,Peugeot,3008,Peugeot 3008 Allure 1.6 AT 2021
12101,4843688,Suzuki,Ciaz,Suzuki Ciaz 1.4 AT 2017 car
12102,4843689,Kia,Forte,Kia Forte SX 1.6 AT 2011
12103,4843699,Honda,CR-V,Honda CRV L 2022 car
12104,4843718,Ford,Ranger,Ford Ranger XLT 2.2L 4x4 AT 2019
12105,4843732,Mazda,BT50,Mazda BT50 3.2L 4x4 AT 2016
12106,4843735,Ford,Ranger,Ford Ranger XLS 2.2L 4x2 AT 2020
12107,4843741,BMW,X6,BMW X6 xDrive35i 2015
12108,4843748,Daewoo,Gentra SX,Daewoo Gentra SX 1.2 MT 2009
12109,4843779,Honda,Civic,Honda Civic 1.8 AT 2008
12110,4843798,Mitsubishi,Pajero_Sport,Mitsubishi Pajero Sport 2.4D 4x2 AT 2018
12111,4843803,Honda,CR-V,Honda CRV 2.4 AT 2014
12112,4843804,Peugeot,3008,Peugeot 3008 AL 2022
12113,4843824,Audi,Q3,Audi Q3 2.0 Quattro 2016
12114,4843838,Kia,Morning,Kia Morning AT 2020 car
12115,4843858,Honda,CR-V,Honda CRV 2.4 AT 2011
12116,4843865,VinFast,Fadil,VinFast Fadil 1.4 AT Plus 2020 car
12117,4843894,Ford,Fiesta,Ford Fiesta S 1.6 AT 2011
12118,4843898,Kia,Cerato,Kia Cerato 2.0 AT 2018
12119,4843904,Hyundai,Avante,Hyundai Avante 1.6 MT 2011
12120,4843939,Hyundai,i10,Hyundai i10 1.2 AT 2021 car
12121,4843957,Honda,CR-V,Honda CRV 2.4 AT 2009
12122,4843960,Suzuki,Super_Carry,Suzuki Super Carry Van Blind Van 2019
12123,4843965,Suzuki,XL7,Suzuki XL7 1.5 AT 2021 car
12124,4843968,Hyundai,Santa_Fe,Hyundai SantaFe Gold 2.0 AT 4WD 2004
12125,4843969,VinFast,Fadil,VinFast Fadil Standard 1.4 AT 2022
12126,4843974,Daewoo,Lacetti,Daewoo Lacetti EX 2010 car
12127,4843975,Toyota,Vios,Toyota Vios 1.5G 2018
12128,4843978,Mercedes-Benz,C250,Mercedes Benz C class C250 Exclusive 2015
12129,4843981,Hyundai,Santa_Fe,Hyundai SantaFe 2.4L 4WD 2018
12130,4843986,Hyundai,Tucson,Hyundai Tucson 2.0 ATH 2017
12131,4843994,Honda,City,Honda City 1.5 AT 2016 car
12132,4843997,VinFast,Fadil,VinFast Fadil 1.4 AT 2021 car
12133,4843999,Toyota,Corolla_altis,Toyota Corolla altis 1.8E AT 2021 car
12134,4844003,VinFast,Fadil,VinFast Fadil 1.4 AT 2021 car
12135,4844007,Mazda,CX-5,Mazda CX5 2.0 AT 2018
12136,4844010,Toyota,Corolla_altis,Toyota Corolla altis 1.8G MT 2011
12137,4844021,Toyota,Corolla_altis,Toyota Corolla altis 1.8G MT 2009
12138,4844025,Hyundai,Accent,Hyundai Accent 1.4 ATH 2020
12139,4844026,Honda,Civic,Honda Civic 1.8 MT 2009
12140,4844029,Toyota,Hiace,Toyota Hiace 2.7 2011
12141,4844030,Kia,Carnival,Kia Carnival Signature 2.2D 2022
12142,4844056,Ford,Everest,Ford Everest 2.5L 4x2 AT 2008
12143,4844073,Mitsubishi,Xpander,Mitsubishi Xpander 1.5 AT 2019
12144,4844076,Chevrolet,Cruze,Chevrolet Cruze LT 1.6L 2018
12145,4844105,Chevrolet,Cruze,Chevrolet Cruze LTZ 1.8 AT 2016
12146,4844149,Lexus,RX300,Lexus RX 300 2021
12147,4844168,Toyota,Fortuner,Toyota Fortuner 2.5G 2014
12148,4844170,Mazda,3,Mazda 3S 2.0 AT 2009
12149,4844171,Honda,CR-V,Honda CRV G 2022 car
12150,4844180,Hyundai,i10,Hyundai i10 Grand 1.0 MT Base 2015
12151,4844184,Mercedes-Benz,S500L,Mercedes Benz S class S500L 2013
12152,4844185,Mercedes-Benz,GLC300,Mercedes Benz GLC 300 4Matic 2020
12153,4844186,VinFast,Lux_A_2.0,VinFast Lux A 2.0 Advanced 2022 car
12154,4844187,Hyundai,Santa_Fe,Hyundai SantaFe Premium 2.2L HTRAC 2019
12155,4844247,Hyundai,Elantra,Hyundai Elantra 2.0 AT 2019
12156,4844262,Hyundai,Santa_Fe,Hyundai SantaFe SLX 2009
12157,4844268,Kia,Seltos,Kia Seltos Premium 1.6 AT 2022
12158,4844291,Kia,Seltos,Kia Seltos Luxury 1.4 AT 2021
12159,4844297,Daewoo,Lanos,Daewoo Lanos SX 2004
12160,4844298,Ford,Everest,Ford Everest Trend 2.2L 4x2 AT 2018
12161,4844306,VinFast,Fadil,VinFast Fadil Standard 1.4 AT 2022
12162,4844308,Toyota,Vios,Toyota Vios 1.5E MT 2020
12163,4844312,Hyundai,Tucson,Hyundai Tucson 2.0 AT 4WD 2009
12164,4844316,Maserati,Quattroporte,Maserati Quattroporte 3.0 V6 2016
12165,4844322,Toyota,Innova,Toyota Innova G 2008 car
12166,4844326,Toyota,Vios,Toyota Vios 1.5E 2015
12167,4844329,Toyota,Vios,Toyota Vios E 1.5 MT 2022
12168,4844330,Daewoo,Lacetti,Daewoo Lacetti SE 2009
12169,4844333,Toyota,Fortuner,Toyota Fortuner 2.4G 4x2 AT 2019
12170,4844356,Porsche,718_Boxster,Porsche 718 Boxster 2.0 AT 2021
12171,4844358,Ford,Ranger,Ford Ranger XLS 2.2L 4x2 AT 2017
12172,4844362,Toyota,Corolla_Cross,Toyota Corolla Cross 1.8V 2020
12173,4844364,Mazda,6,Mazda 6 2.5 AT 2015
12174,4844365,Kia,Morning,Kia Morning SLX 1.0 AT 2008
12175,4844369,Lexus,GX460,Lexus GX 460 2016
12176,4844375,Hyundai,i10,Hyundai i10 Grand 1.2 MT 2019
12177,4844376,Mercedes-Benz,S350,Mercedes Benz S class S350 2006
12178,4844388,Hyundai,Santa_Fe,Hyundai SantaFe Premium 2.2L HTRAC 2020
12179,4844391,Ford,Ranger,Ford Ranger XLS 2.2L 4x2 AT 2017
12180,4844396,Mercedes-Benz,E240,Mercedes Benz E class E240 2004
12181,4844400,Mazda,3,Mazda 3 1.5L Luxury 2021
12182,4844409,Kia,Morning,Kia Morning GT-Line 2021
12183,4844413,Ford,Ranger,Ford Ranger Wildtrak 2.0L 4x4 AT 2018
12184,4844417,Kia,Carens,Kia Carens EX 2.0 MT 2009
12185,4844419,Hyundai,H_1,Hyundai H 1 2015 car
12186,4844423,Peugeot,3008,Peugeot 3008 Allure 1.6 AT 2021
12187,4844428,Mazda,CX-5,Mazda CX5 2.5 AT AWD 2017
12188,4844438,Chevrolet,Orlando,Chevrolet Orlando LTZ 1.8 AT 2011
12189,4844439,Kia,Cerato,Kia Cerato 1.6 AT 2018
12190,4844440,Ford,Ranger,Ford Ranger Wildtrak 3.2L 4x4 AT 2017
12191,4844443,Toyota,Alphard,Toyota Alphard Luxury Executive Lounge 2023
12192,4844444,Toyota,Yaris,Toyota Yaris G 1.5 AT 2021
12193,4844445,Ford,Ranger,Ford Ranger XLS 2.2L 4x2 AT 2021
12194,4844454,Kia,Spectra,Kia Spectra 1.6 MT 2004
12195,4844456,Toyota,Alphard,Toyota Alphard Luxury Executive Lounge 2023
12196,4844459,Toyota,Prado,Toyota Prado VX 2.7L 2022
12197,4844462,Hyundai,Santa_Fe,Hyundai SantaFe 2.2L 4WD 2008
12198,4844463,Mazda,6,Mazda 6 Deluxe 2.0 AT 2020
12199,4844466,Toyota,Prado,Toyota Prado VX 2.7L 2023
12200,4844467,Mercedes-Benz,C250,Mercedes Benz C class C250 CGI 2010
12201,4844468,Kia,Cerato,Kia Cerato 1.6 AT 2018
12202,4844474,Lexus,RX350,Lexus RX 350 2018
12203,4844478,Honda,CR-V,Honda CRV 2.0 AT 2013
12204,4844479,Hyundai,Tucson,Hyundai Tucson 2.0 AT 2020
12205,4844483,Mercedes-Benz,C300,Mercedes Benz C class C300 2010
12206,4844487,Hyundai,i10,Hyundai i10 Grand 1.2 AT 2020 car
12207,4844494,Mercedes-Benz,GLS,Mercedes Benz Maybach GLS 600 4Matic 2022
12208,4844506,Honda,City,Honda City 1.5 2018 car
12209,4844508,Honda,City,Honda City 1.5 AT 2013 car
12210,4844511,Toyota,Vios,Toyota Vios 1.5E MT 2020
12211,4844516,Hyundai,0,Hyundai 3.5 ton 2004 car
12212,4844518,Toyota,Land_Cruiser,Toyota Land Cruiser 3.5 V6 2023
12213,4844522,Mazda,3,Mazda 3 1.5 AT 2016
12214,4844524,Mazda,CX-5,Mazda CX5 2.0 AT 2016
12215,4844528,Lexus,RX350,Lexus RX 350 AWD 2011
12216,4844538,Mazda,CX-5,Mazda CX5 2.5 AT 2016
12217,4844539,Chevrolet,Cruze,Chevrolet Cruze LTZ 1.8 AT 2010
12218,4844544,Toyota,Camry,Toyota Camry 2.5Q 2019
12219,4844550,Lexus,ES250,Lexus ES 250 2022
12220,4844551,Daewoo,Matiz,Daewoo Matiz 0.8 MT 2001
12221,4844552,Toyota,Innova,Toyota Innova 2.0E 2015 car
12222,4844557,Suzuki,Ertiga,Suzuki Ertiga GLX 1.5 AT 2019
12223,4844561,Kia,Pride,Kia Pride Beta 2002 car
12224,4844571,Mazda,BT50,Mazda BT50 3.2L 4x4 AT 2013
12225,4844573,Kia,Morning,Kia Morning 1.0 AT Sport 2011 car
12226,4844574,Mazda,6,Mazda 6 Premium 2.0 AT 2021
12227,4844580,Honda,CR-V,Honda CRV 2.4 AT 2010
12228,4844582,Porsche,Cayenne,Porsche Cayenne 3.6 V6 2012
12229,4844591,Honda,CR-V,Honda CRV 2.4 AT 2015
12230,4844603,Ford,Everest,Ford Everest 2.5L 4x2 MT 2014
12231,4844614,Chevrolet,Lacetti,Chevrolet Lacetti 1.6 2011
12232,4844621,Toyota,Corolla_Cross,Toyota Corolla Cross 1.8V 2020
12233,4844629,Mazda,CX-5,Mazda CX5 2.0 AT 2019 car
12234,4844634,Mazda,3,Mazda 3 1.5 AT 2017
12235,4844635,Mercedes-Benz,CLA45,Mercedes Benz CLA class CLA 45 AMG 4Matic 2016
12236,4844637,Mercedes-Benz,E250,Mercedes Benz E class E250 2011
12237,4844644,Hyundai,Santa_Fe,Hyundai SantaFe 2.4L 4WD 2018
12238,4844649,Kia,Seltos,Kia Seltos Premium 1.4 AT 2021
12239,4844658,Toyota,Innova,Toyota Innova G 2009 car
12240,4844660,Kia,Morning,Kia Morning Si MT 2018 car
12241,4844664,McLaren,650s,McLaren 650s Spider 2014
12242,4844666,Mercedes-Benz,E300,Mercedes Benz E class E300 AMG 2016
12243,4844680,Zotye,Khác,Zotye T700 2018 car
12244,4844686,Toyota,Prado,Toyota Prado VX 2.7L 2022
12245,4844687,Honda,City,Honda City 1.5 AT 2015 car
12246,4844690,Suzuki,Vitara,Suzuki Vitara 1.6 AT 2015 car
12247,4844699,Ford,Everest,Ford Everest Titanium Plus 2.0L 4x4 AT 2023
12248,4844709,Hyundai,Kona,Hyundai Kona 2.0 ATH 2018
12249,4844715,Suzuki,Swift,Suzuki Swift 1.4 AT 2013 car
12250,4844717,Toyota,Camry,Toyota Camry 2.4G 2009
12251,4844722,Mitsubishi,Pajero,Mitsubishi Pajero 3.0 2007
12252,4844737,Toyota,Vios,Toyota Vios 1.5E CVT 2019
12253,4844745,Suzuki,Swift,Suzuki Swift 1.4 AT 2015 car
12254,4844756,Chevrolet,Spark,Chevrolet Spark LT 1.2 MT 2017
12255,4844759,Honda,CR-V,Honda CRV E 2023 car
12256,4844764,Kia,Morning,Kia Morning SLX 1.0 AT 2009 car
12257,4844776,Honda,CR-V,Honda CRV L 2023 car
12258,4844808,Toyota,Vios,Toyota Vios 1.3J 2015
12259,4844809,Honda,City,Honda City G 1.5 AT 2023 car
12260,4844812,Kia,Forte,Kia Forte SX 1.6 AT 2011
12261,4844816,Kia,K3,Kia K3 1.6 AT 2015
12262,4844818,Mercedes-Benz,C300,Mercedes Benz C class C300 AMG 2021
12263,4844825,BMW,3_Series,BMW 3 Series 320i 2015
12264,4844828,Mercedes-Benz,CLA250,Mercedes Benz CLA class CLA 250 4Matic 2015
12265,4844833,Ford,Ranger,Ford Ranger Wildtrak 2.0L 4x4 AT 2023
12266,4844837,Hyundai,Accent,Hyundai Accent 1.4 MT 2020
12267,4844845,Chevrolet,Spark,Chevrolet Spark LS 1.2 MT 2017
12268,4844863,VinFast,VF_e34,VinFast VF e34 AT 2023 car
12269,4844870,Mercedes-Benz,A35,Mercedes Benz A class A35 AMG 4Matic 2020
12270,4844873,Mazda,3,Mazda 3 1.5 AT 2018
12271,4844874,VinFast,VF8,VinFast VF8 Plus 2023 car
12272,4844880,Hyundai,Elantra,Hyundai Elantra 1.6 AT 2021
12273,4844887,Hyundai,i10,Hyundai i10 Grand 1.2 AT 2018 car
12274,4844898,Mercedes-Benz,C300,Mercedes Benz C class C300 AMG 2020
12275,4844900,Mazda,3,Mazda 3 1.5L Luxury 2020
12276,4844908,Toyota,Camry,Toyota Camry 2.4G 2011
12277,4844914,Kia,Seltos,Kia Seltos Premium 1.4 AT 2020
12278,4844919,Kia,Cerato,Kia Cerato 2.0 AT 2018
12279,4844931,Mitsubishi,Jolie,Mitsubishi Jolie SS 2005
12280,4844955,Honda,Civic,Honda Civic RS 1.5 AT 2023
12281,4844967,Toyota,Corolla_altis,Toyota Corolla altis 1.8G MT 2015
12282,4844969,Mazda,CX-5,Mazda CX5 2.5 AT AWD 2017
12283,4844978,Hyundai,Tucson,Hyundai Tucson 2.0 AT 2018
12284,4844983,Mazda,3,Mazda 3 1.5L Luxury 2020
12285,4844997,Mazda,CX-5,Mazda CX5 2.5 AT 2016
12286,4845006,Kia,Forte,Kia Forte EX 1.6 MT 2012
